200.000        0.006379
200.010        0.006963
200.020        0.007282
200.030        0.007229
200.040        0.006966
200.050        0.006909
200.060        0.006854
200.070        0.007071
200.080        0.007565
200.090        0.008263
200.100        0.008762
200.110        0.009196
200.120        0.009482
200.130        0.009513
200.140        0.009344
200.150        0.009175
200.160        0.008924
200.170        0.008645
200.180        0.008568
200.190        0.008576
200.200        0.008498
200.210        0.008427
200.220        0.008346
200.230        0.007889
200.240        0.007449
200.250        0.007253
200.260        0.006949
200.270        0.006693
200.280        0.006798
200.290        0.006784
200.300        0.006701
200.310        0.006874
200.320        0.007086
200.330        0.007411
200.340        0.007795
200.350        0.007884
200.360        0.007793
200.370        0.007457
200.380        0.006831
200.390        0.006215
200.400        0.005995
200.410        0.006067
200.420        0.006519
200.430        0.007072
200.440        0.007812
200.450        0.008369
200.460        0.008615
200.470        0.008729
200.480        0.008900
200.490        0.008762
200.500        0.008750
200.510        0.008902
200.520        0.008985
200.530        0.008973
200.540        0.009136
200.550        0.008997
200.560        0.008530
200.570        0.007817
200.580        0.006952
200.590        0.005969
200.600        0.005156
200.610        0.004684
200.620        0.004737
200.630        0.005026
200.640        0.005496
200.650        0.006117
200.660        0.006594
200.670        0.006757
200.680        0.006845
200.690        0.006873
200.700        0.006788
200.710        0.006897
200.720        0.007094
200.730        0.007276
200.740        0.007329
200.750        0.007472
200.760        0.007389
200.770        0.007195
200.780        0.007267
200.790        0.007570
200.800        0.007641
200.810        0.007688
200.820        0.007653
200.830        0.007250
200.840        0.006657
200.850        0.006372
200.860        0.006447
200.870        0.006852
200.880        0.007545
200.890        0.008324
200.900        0.008919
200.910        0.009306
200.920        0.009595
200.930        0.009615
200.940        0.009430
200.950        0.009167
200.960        0.008668
200.970        0.008012
200.980        0.007576
200.990        0.007436
201.000        0.007505
201.010        0.007854
201.020        0.008288
201.030        0.008492
201.040        0.008578
201.050        0.008248
201.060        0.007725
201.070        0.007051
201.080        0.006570
201.090        0.006004
201.100        0.005980
201.110        0.006121
201.120        0.006614
201.130        0.007136
201.140        0.007864
201.150        0.008347
201.160        0.008966
201.170        0.009445
201.180        0.009776
201.190        0.009995
201.200        0.010199
201.210        0.010142
201.220        0.009936
201.230        0.009795
201.240        0.009566
201.250        0.009229
201.260        0.008883
201.270        0.008596
201.280        0.008289
201.290        0.007861
201.300        0.007481
201.310        0.007331
201.320        0.007153
201.330        0.006941
201.340        0.007206
201.350        0.007560
201.360        0.007563
201.370        0.007791
201.380        0.007977
201.390        0.007712
201.400        0.007602
201.410        0.007893
201.420        0.007963
201.430        0.008301
201.440        0.008912
201.450        0.009379
201.460        0.009612
201.470        0.009926
201.480        0.010043
201.490        0.009968
201.500        0.009786
201.510        0.009467
201.520        0.008970
201.530        0.008318
201.540        0.007671
201.550        0.007132
201.560        0.006810
201.570        0.006730
201.580        0.007017
201.590        0.007512
201.600        0.007905
201.610        0.008203
201.620        0.008420
201.630        0.008426
201.640        0.008353
201.650        0.008464
201.660        0.008721
201.670        0.008799
201.680        0.008732
201.690        0.008558
201.700        0.008067
201.710        0.007482
201.720        0.007216
201.730        0.007182
201.740        0.007192
201.750        0.007480
201.760        0.007834
201.770        0.007979
201.780        0.008060
201.790        0.008271
201.800        0.008581
201.810        0.008747
201.820        0.009150
201.830        0.009548
201.840        0.009605
201.850        0.009383
201.860        0.009142
201.870        0.008442
201.880        0.007672
201.890        0.007361
201.900        0.007277
201.910        0.007507
201.920        0.008245
201.930        0.009020
201.940        0.009400
201.950        0.009563
201.960        0.009603
201.970        0.009621
201.980        0.009596
201.990        0.009803
202.000        0.010261
202.010        0.010592
202.020        0.010670
202.030        0.010921
202.040        0.010860
202.050        0.010385
202.060        0.009724
202.070        0.008999
202.080        0.008233
202.090        0.007824
202.100        0.007740
202.110        0.007903
202.120        0.007883
202.130        0.007810
202.140        0.007599
202.150        0.007292
202.160        0.007018
202.170        0.007166
202.180        0.007105
202.190        0.007195
202.200        0.007383
202.210        0.007577
202.220        0.007662
202.230        0.007898
202.240        0.007810
202.250        0.007748
202.260        0.007662
202.270        0.007619
202.280        0.007989
202.290        0.008907
202.300        0.009668
202.310        0.010134
202.320        0.010740
202.330        0.010795
202.340        0.010246
202.350        0.009951
202.360        0.009995
202.370        0.009452
202.380        0.008968
202.390        0.008709
202.400        0.007911
202.410        0.006865
202.420        0.006419
202.430        0.006338
202.440        0.006467
202.450        0.007198
202.460        0.008248
202.470        0.009070
202.480        0.009455
202.490        0.009521
202.500        0.009106
202.510        0.008308
202.520        0.007340
202.530        0.006464
202.540        0.005590
202.550        0.004913
202.560        0.004460
202.570        0.004240
202.580        0.004200
202.590        0.004404
202.600        0.004737
202.610        0.005124
202.620        0.005462
202.630        0.005868
202.640        0.006310
202.650        0.006851
202.660        0.007421
202.670        0.008074
202.680        0.008703
202.690        0.009240
202.700        0.009599
202.710        0.009743
202.720        0.009800
202.730        0.009685
202.740        0.009397
202.750        0.009182
202.760        0.009345
202.770        0.009438
202.780        0.009476
202.790        0.009689
202.800        0.009521
202.810        0.008920
202.820        0.008687
202.830        0.008515
202.840        0.008077
202.850        0.008028
202.860        0.008310
202.870        0.008153
202.880        0.007957
202.890        0.008022
202.900        0.007896
202.910        0.007719
202.920        0.007913
202.930        0.008344
202.940        0.008883
202.950        0.009856
202.960        0.010684
202.970        0.010909
202.980        0.010898
202.990        0.010808
203.000        0.010271
203.010        0.009653
203.020        0.009594
203.030        0.009728
203.040        0.009763
203.050        0.009906
203.060        0.010187
203.070        0.010392
203.080        0.010509
203.090        0.010621
203.100        0.010748
203.110        0.010946
203.120        0.010875
203.130        0.010914
203.140        0.011081
203.150        0.011190
203.160        0.011145
203.170        0.011372
203.180        0.011469
203.190        0.011270
203.200        0.010813
203.210        0.010514
203.220        0.010036
203.230        0.009397
203.240        0.009155
203.250        0.009490
203.260        0.009587
203.270        0.009747
203.280        0.009896
203.290        0.009517
203.300        0.008557
203.310        0.007608
203.320        0.006639
203.330        0.005946
203.340        0.005819
203.350        0.006330
203.360        0.007246
203.370        0.008337
203.380        0.009458
203.390        0.010306
203.400        0.010646
203.410        0.010527
203.420        0.010013
203.430        0.009472
203.440        0.008998
203.450        0.008622
203.460        0.008566
203.470        0.008748
203.480        0.008797
203.490        0.008832
203.500        0.009112
203.510        0.009434
203.520        0.009937
203.530        0.010463
203.540        0.010916
203.550        0.011142
203.560        0.011204
203.570        0.011070
203.580        0.010900
203.590        0.010841
203.600        0.010725
203.610        0.010408
203.620        0.009989
203.630        0.009591
203.640        0.009053
203.650        0.008880
203.660        0.009021
203.670        0.009376
203.680        0.009743
203.690        0.010204
203.700        0.010335
203.710        0.010273
203.720        0.010189
203.730        0.010088
203.740        0.009941
203.750        0.009774
203.760        0.009693
203.770        0.009528
203.780        0.009270
203.790        0.009003
203.800        0.008941
203.810        0.008792
203.820        0.008415
203.830        0.008170
203.840        0.008113
203.850        0.007799
203.860        0.007630
203.870        0.007920
203.880        0.008486
203.890        0.008800
203.900        0.009375
203.910        0.009962
203.920        0.010399
203.930        0.010402
203.940        0.010556
203.950        0.010351
203.960        0.010086
203.970        0.009706
203.980        0.009256
203.990        0.008687
204.000        0.008582
204.010        0.008520
204.020        0.008505
204.030        0.008699
204.040        0.009091
204.050        0.009263
204.060        0.009091
204.070        0.008774
204.080        0.008672
204.090        0.008529
204.100        0.008495
204.110        0.008891
204.120        0.009640
204.130        0.010089
204.140        0.010303
204.150        0.010435
204.160        0.010518
204.170        0.010431
204.180        0.010630
204.190        0.011129
204.200        0.011637
204.210        0.011977
204.220        0.012102
204.230        0.011950
204.240        0.011653
204.250        0.011180
204.260        0.010636
204.270        0.010361
204.280        0.010197
204.290        0.009778
204.300        0.009609
204.310        0.009806
204.320        0.010020
204.330        0.010230
204.340        0.010704
204.350        0.011061
204.360        0.010971
204.370        0.010626
204.380        0.010089
204.390        0.009738
204.400        0.009411
204.410        0.009516
204.420        0.009744
204.430        0.010203
204.440        0.010471
204.450        0.010602
204.460        0.010454
204.470        0.010539
204.480        0.010663
204.490        0.010529
204.500        0.010565
204.510        0.010740
204.520        0.010693
204.530        0.010589
204.540        0.010976
204.550        0.011368
204.560        0.011654
204.570        0.011965
204.580        0.012214
204.590        0.012270
204.600        0.012285
204.610        0.012249
204.620        0.012181
204.630        0.012122
204.640        0.012010
204.650        0.011910
204.660        0.011939
204.670        0.011943
204.680        0.011949
204.690        0.011873
204.700        0.011482
204.710        0.011105
204.720        0.010874
204.730        0.010534
204.740        0.010381
204.750        0.010746
204.760        0.010928
204.770        0.010907
204.780        0.011012
204.790        0.011000
204.800        0.010819
204.810        0.010638
204.820        0.010458
204.830        0.010191
204.840        0.009961
204.850        0.009514
204.860        0.009273
204.870        0.009124
204.880        0.009151
204.890        0.009025
204.900        0.008914
204.910        0.008764
204.920        0.008843
204.930        0.008865
204.940        0.009097
204.950        0.009759
204.960        0.010493
204.970        0.010979
204.980        0.011439
204.990        0.011938
205.000        0.012152
205.010        0.012288
205.020        0.012525
205.030        0.012692
205.040        0.012531
205.050        0.012334
205.060        0.011895
205.070        0.011271
205.080        0.010757
205.090        0.010693
205.100        0.010729
205.110        0.011050
205.120        0.011623
205.130        0.012099
205.140        0.012328
205.150        0.012326
205.160        0.012241
205.170        0.011803
205.180        0.011399
205.190        0.010971
205.200        0.010695
205.210        0.010465
205.220        0.010444
205.230        0.010404
205.240        0.010235
205.250        0.010217
205.260        0.010153
205.270        0.010220
205.280        0.010307
205.290        0.010590
205.300        0.010790
205.310        0.010953
205.320        0.011086
205.330        0.011124
205.340        0.011280
205.350        0.011194
205.360        0.011135
205.370        0.010945
205.380        0.010973
205.390        0.010822
205.400        0.010947
205.410        0.010989
205.420        0.011071
205.430        0.010911
205.440        0.010684
205.450        0.010410
205.460        0.010250
205.470        0.010164
205.480        0.010179
205.490        0.010259
205.500        0.010200
205.510        0.009986
205.520        0.009342
205.530        0.008604
205.540        0.007976
205.550        0.007486
205.560        0.007406
205.570        0.007942
205.580        0.008844
205.590        0.009782
205.600        0.010731
205.610        0.011485
205.620        0.012064
205.630        0.012369
205.640        0.012605
205.650        0.012716
205.660        0.012521
205.670        0.012163
205.680        0.011795
205.690        0.011141
205.700        0.010503
205.710        0.010309
205.720        0.010272
205.730        0.010310
205.740        0.010736
205.750        0.011274
205.760        0.011448
205.770        0.011226
205.780        0.010696
205.790        0.009974
205.800        0.009255
205.810        0.008776
205.820        0.008827
205.830        0.009419
205.840        0.010004
205.850        0.010571
205.860        0.011102
205.870        0.011567
205.880        0.011723
205.890        0.012048
205.900        0.012390
205.910        0.012562
205.920        0.012457
205.930        0.012428
205.940        0.012313
205.950        0.011820
205.960        0.011440
205.970        0.011342
205.980        0.010967
205.990        0.010539
206.000        0.010687
206.010        0.010967
206.020        0.011028
206.030        0.011289
206.040        0.011363
206.050        0.011194
206.060        0.010870
206.070        0.010589
206.080        0.010544
206.090        0.010920
206.100        0.011191
206.110        0.011210
206.120        0.010982
206.130        0.010404
206.140        0.009590
206.150        0.008906
206.160        0.008547
206.170        0.008643
206.180        0.009038
206.190        0.009285
206.200        0.009482
206.210        0.009801
206.220        0.009874
206.230        0.009817
206.240        0.010044
206.250        0.010451
206.260        0.010785
206.270        0.011410
206.280        0.011954
206.290        0.012398
206.300        0.012478
206.310        0.012390
206.320        0.012055
206.330        0.011587
206.340        0.011084
206.350        0.010983
206.360        0.010998
206.370        0.011022
206.380        0.011480
206.390        0.011987
206.400        0.012076
206.410        0.012117
206.420        0.012250
206.430        0.012218
206.440        0.012302
206.450        0.012574
206.460        0.012648
206.470        0.012560
206.480        0.012189
206.490        0.011472
206.500        0.010814
206.510        0.010130
206.520        0.009402
206.530        0.008911
206.540        0.008707
206.550        0.008502
206.560        0.008609
206.570        0.009057
206.580        0.009474
206.590        0.009934
206.600        0.010310
206.610        0.010776
206.620        0.010997
206.630        0.011266
206.640        0.011224
206.650        0.011393
206.660        0.011445
206.670        0.011464
206.680        0.011405
206.690        0.011453
206.700        0.011086
206.710        0.010609
206.720        0.010293
206.730        0.010139
206.740        0.010314
206.750        0.010898
206.760        0.011459
206.770        0.011896
206.780        0.012173
206.790        0.012177
206.800        0.012073
206.810        0.012191
206.820        0.012027
206.830        0.011716
206.840        0.011438
206.850        0.011103
206.860        0.010498
206.870        0.010495
206.880        0.010863
206.890        0.011228
206.900        0.011793
206.910        0.012404
206.920        0.012766
206.930        0.012913
206.940        0.013032
