wv_nm,T_293,T_283,T_273,T_263,T_253,T_243,T_233,T_223,T_213,T_203,T_193,T_228
344.97,0.0185202196,0.0169837992,0.0149388074,0.0136962964,0.0129044411,0.0119636943,0.0109105324,0.0110688927,0.0093350263,0.0089263615,0.0083126649,0.0105922052683312
344.98,0.018280164,0.0168417403,0.0147658404,0.0135404916,0.0126959661,0.0118129467,0.0107425419,0.0109281519,0.0091769619,0.008798452,0.0081633161,0.0104398577069027
344.99,0.0180507877,0.0166740457,0.0146018042,0.0133895019,0.0123959773,0.011645817,0.010576811,0.0107907736,0.0090714332,0.0086675835,0.0080135638,0.0102784184594233
345,0.0178376321,0.0164898614,0.0144507338,0.0132476582,0.0120866811,0.0114707518,0.0104190963,0.0106565695,0.0089657162,0.00853268,0.0078664208,0.0101160755549839
345.01,0.0176430644,0.0163018842,0.0143152385,0.0131174353,0.0118180039,0.0112975427,0.0102744819,0.0105248402,0.0088158563,0.0083935532,0.0077244964,0.00995720457933533
345.02,0.017467246,0.0161236179,0.0141960984,0.0129992367,0.0116340348,0.0111351743,0.01014668,0.0103945904,0.0086484576,0.0082512791,0.0075896198,0.00981468961097283
345.03,0.0173093699,0.015966495,0.0140918609,0.0128916636,0.0115578002,0.0109897798,0.0100372777,0.0102651207,0.0085255246,0.008108198,0.0074627325,0.00970206692431085
345.04,0.0171684139,0.0158372943,0.0139988676,0.0127919453,0.0115426286,0.0108634305,0.0099454411,0.0101364042,0.0084641388,0.0079675648,0.007343969,0.0096142716656786
345.05,0.0170432751,0.0157370918,0.0139120075,0.0126967462,0.0114989699,0.0107539744,0.0098680498,0.0100090865,0.0084201573,0.0078328496,0.0072326837,0.00952969323217263
345.06,0.0169325547,0.0156613683,0.0138255509,0.0126029459,0.011390805,0.0106558163,0.0098002349,0.0098844319,0.0083465589,0.0077070383,0.0071278006,0.00943405987026927
345.07,0.0168341007,0.015601731,0.0137344406,0.0125081772,0.0112633259,0.0105615856,0.0097363205,0.0097640275,0.0082383671,0.0075920677,0.0070280016,0.00933169833239845
345.08,0.0167448465,0.0155482269,0.0136355024,0.0124111758,0.0111591422,0.0104643421,0.0096706845,0.0096493259,0.0081153803,0.0074883682,0.0069319955,0.00923030783162429
345.09,0.0166611875,0.0154920328,0.0135283328,0.0123120493,0.0110596391,0.0103595128,0.0095989153,0.0095413224,0.0079881702,0.0073950521,0.0068389215,0.00912738132280706
345.1,0.0165797343,0.0154273383,0.0134156218,0.012212062,0.0109428393,0.0102461831,0.0095184305,0.009440286,0.0078592923,0.0073103171,0.0067483223,0.00901980053423918
345.11,0.0164985501,0.0153523411,0.0133027494,0.0121133659,0.0108493618,0.0101275003,0.0094289073,0.0093458132,0.0077402598,0.0072320112,0.0066604938,0.00891672803982973
345.12,0.016418146,0.0152690856,0.0131968172,0.012018651,0.0108307201,0.010010028,0.0093321749,0.0092569625,0.007644442,0.0071582514,0.0065764313,0.00883011206297857
345.13,0.0163418038,0.0151821717,0.0131052227,0.0119305535,0.0108555757,0.00990189,0.009231811,0.0091727386,0.0075668355,0.007087881,0.0064976143,0.00875646156495458
345.14,0.0162751994,0.0150969256,0.0130340453,0.0118511447,0.0108332487,0.0098107528,0.0091323886,0.0090923076,0.007489767,0.0070205234,0.0064258182,0.00868083872409306
345.15,0.0162247081,0.0150178127,0.012986782,0.011781662,0.0107310556,0.0097417543,0.0090385614,0.0090154274,0.0074087173,0.0069562593,0.0063627646,0.00859876666584863
345.16,0.0161956292,0.0149470119,0.0129635942,0.0117219978,0.0106119424,0.0096960781,0.0089542837,0.0089423939,0.0073366253,0.0068952232,0.0063094757,0.008522480028439
345.17,0.0161898188,0.0148842273,0.0129610656,0.0116707264,0.010542648,0.0096705769,0.008882111,0.0088739603,0.0072792476,0.0068369847,0.0062660322,0.00846283068162122
345.18,0.0162044793,0.0148269303,0.0129729016,0.0116252116,0.0105181959,0.0096583912,0.0088228503,0.0088109336,0.0072247751,0.0067802257,0.0062311698,0.00841593645646536
345.19,0.0162318366,0.0147715701,0.0129910322,0.0115820102,0.0105010068,0.0096507516,0.0087755332,0.0087539325,0.0071687693,0.0067226328,0.0062023868,0.00837331220333229
345.2,0.0162602699,0.0147148918,0.0130069839,0.0115374638,0.0104832797,0.0096389963,0.0087376311,0.0087028225,0.0071331537,0.0066613008,0.0061761593,0.00833481891069306
345.21,0.0162767865,0.0146549586,0.0130132785,0.0114883175,0.010468135,0.00961675,0.0087054318,0.0086566352,0.0071379688,0.006593459,0.0061484792,0.00830208293290331
345.22,0.0162700077,0.0145920395,0.0130045091,0.0114324193,0.0104284037,0.0095812689,0.0086747927,0.0086135952,0.0071582514,0.0065172782,0.0061155805,0.00826615074282709
345.23,0.0162331009,0.0145284479,0.0129778781,0.0113692043,0.0103424313,0.0095338442,0.0086416519,0.0085712008,0.0071360589,0.0064325701,0.0060747194,0.00821490142867549
345.24,0.016165555,0.014468165,0.0129333855,0.0112997216,0.0102533654,0.0094791027,0.00860262,0.0085267351,0.0070462129,0.0063412446,0.0060247392,0.00815166588554287
345.25,0.0160736915,0.0144156562,0.0128733178,0.0112265536,0.0102307963,0.0094234735,0.0085553298,0.0084775619,0.0069308388,0.0062470408,0.0059662048,0.00809371293602339
345.26,0.0159692657,0.0143749296,0.0128015486,0.0111533318,0.0102670306,0.0093729553,0.0084988129,0.0084216906,0.0068505423,0.0061551235,0.0059014565,0.00804868145072809
345.27,0.0158668036,0.0143483793,0.0127226778,0.0110840643,0.0102652014,0.009331341,0.0084335804,0.0083579376,0.0068128285,0.0060708727,0.0058338568,0.00800241527185731
345.28,0.0157802663,0.0143362743,0.0126411708,0.0110225171,0.0101518717,0.0092989534,0.0083614077,0.0082861953,0.0067718867,0.0059987269,0.005767091,0.007936773795874
345.29,0.0157199027,0.0143364895,0.0125609012,0.0109715416,0.0099610969,0.0092724838,0.0082852,0.0082072976,0.0066944147,0.0059413492,0.0057041988,0.00785233904014013
345.3,0.0156902589,0.0143449092,0.0124846935,0.0109329939,0.0097834493,0.0092458259,0.008208535,0.0081230737,0.0065996998,0.0058988741,0.0056469556,0.00776610760576871
345.31,0.0156894519,0.0143560727,0.0124143231,0.0109075465,0.0096689629,0.0092118512,0.0081350711,0.0080359715,0.0065268008,0.0058689344,0.0055953345,0.0076916178495947
345.32,0.0157103532,0.0143642772,0.0123506777,0.0108949035,0.0096135758,0.0091646417,0.0080682515,0.0079490845,0.0064851327,0.005847253,0.0055476139,0.00763014266882597
345.33,0.0157426063,0.0143646807,0.0122940801,0.0108941772,0.009606259,0.0091012653,0.0080104972,0.00786556,0.0064528258,0.0058285037,0.0055008079,0.00757793501823635
345.34,0.0157756933,0.0143542166,0.012244611,0.010904184,0.0096370595,0.0090229325,0.0079631801,0.007788626,0.0064099741,0.0058076024,0.0054515271,0.00753221703810004
345.35,0.0158013559,0.0143323469,0.012202378,0.0109235251,0.0096696892,0.0089351578,0.0079261926,0.0077209725,0.006355394,0.0057807562,0.0053968663,0.00748886754096754
345.36,0.0158153708,0.0143014657,0.012167677,0.0109506403,0.0096604356,0.0088466299,0.0078981628,0.0076645901,0.0062970479,0.0057461628,0.0053351308,0.00744378133337925
345.37,0.015818276,0.0142666571,0.0121410729,0.0109836466,0.0096177453,0.0087673287,0.0078767504,0.0076203396,0.006242145,0.0057042257,0.0052665089,0.0074005434398595
345.38,0.0158146176,0.0142349958,0.0121232382,0.0110201499,0.0096021433,0.0087063733,0.007859104,0.0075877368,0.0061945589,0.0056573659,0.0051929912,0.00736975694552085
345.39,0.0158116586,0.0142146056,0.0121150337,0.0110573795,0.0096443225,0.0086697355,0.0078425605,0.0075650601,0.0061504967,0.0056091611,0.0051181016,0.00735522906426872
345.4,0.0158174959,0.0142132068,0.0121171319,0.011092215,0.0096928501,0.00865911,0.0078251831,0.0075493236,0.0060991715,0.0055634311,0.0050462517,0.00734575398853008
345.41,0.0158396346,0.0142371478,0.0121301515,0.011121805,0.0096729979,0.0086715916,0.0078062186,0.0075370841,0.0060382699,0.005523377,0.0049817993,0.00732697631104601
345.42,0.0158837775,0.0142901677,0.012154496,0.0111441858,0.0095809461,0.0087003208,0.0077863126,0.0075248177,0.0059845506,0.0054907204,0.0049284028,0.00729822700797059
345.43,0.0159536368,0.0143731811,0.0121904344,0.0111589539,0.0094888136,0.0087363937,0.0077673481,0.0075098882,0.0059554448,0.0054654344,0.0048881873,0.00727128985133606
345.44,0.0160509341,0.0144841705,0.0122383702,0.0111677771,0.009463689,0.0087707719,0.0077520958,0.0074910582,0.0059441468,0.0054457974,0.0048615294,0.00725446243202937
345.45,0.0161758577,0.0146189933,0.012298949,0.0111745021,0.0095117324,0.0087964883,0.0077436223,0.0074689195,0.0059300781,0.0054289042,0.0048470841,0.00724549392682843
345.46,0.0163274123,0.0147721619,0.0123731123,0.0111846165,0.0096027889,0.0088100459,0.00774451,0.0074457317,0.0059147182,0.0054113923,0.0048419193,0.00724057300879981
345.47,0.0165034459,0.0149378659,0.0124622858,0.0112044418,0.0097142356,0.0088120903,0.0077562922,0.0074249649,0.0059266349,0.0053900875,0.0048421076,0.00724191810080534
345.48,0.0167006498,0.0151108867,0.0125680028,0.0112397884,0.0098296366,0.0088070869,0.0077791303,0.0074104389,0.0059813495,0.0053629723,0.0048432105,0.00725155789614585
345.49,0.0169141013,0.0152869741,0.0126916083,0.0112947182,0.0099209083,0.0088021911,0.0078115986,0.0074052741,0.0060511012,0.0053293742,0.0048408433,0.0072637287272892
345.5,0.0171372637,0.0154628463,0.0128337479,0.0113705493,0.0099698932,0.0088055267,0.0078509533,0.00741095,0.0060895413,0.0052903692,0.0048312131,0.00727125285830322
345.51,0.0173622284,0.0156359747,0.0129937222,0.0114652911,0.0100072842,0.0088244105,0.0078937512,0.0074267941,0.0060793731,0.0052484052,0.0048114954,0.00727797709936423
345.52,0.0175803874,0.015804019,0.0131690026,0.0115739671,0.0100953279,0.0088637921,0.0079363339,0.0074499281,0.0060432733,0.0052069523,0.0047801838,0.00729727091779543
345.53,0.0177838052,0.0159644775,0.0133549085,0.0116894757,0.0102542531,0.0089252317,0.0079756617,0.007475779,0.0060126611,0.0051698303,0.0047371976,0.00733586134458365
345.54,0.0179663486,0.0161146602,0.0135448763,0.0118038545,0.0104260365,0.0090066042,0.0080095826,0.0074991551,0.0059998567,0.0051404824,0.0046840163,0.0073843117306089
345.55,0.0181248165,0.0162517964,0.0137307553,0.0119099481,0.0105328026,0.0091023951,0.0080372896,0.0075152682,0.00600139,0.0051212489,0.0046235182,0.00742711388391117
345.56,0.0182596393,0.016373492,0.0139038299,0.0120023765,0.0105581424,0.0092046958,0.008058971,0.0075210248,0.0060141137,0.0051130175,0.0045596038,0.00745828254078419
345.57,0.0183744216,0.0164784289,0.0140559494,0.0120785035,0.0105484315,0.0093043065,0.008075649,0.007515591,0.0060363869,0.0051149005,0.0044967654,0.00748218175678454
345.58,0.0184751083,0.0165666071,0.0141807116,0.0121383829,0.0105448538,0.0093921888,0.008088561,0.0075006077,0.0060579338,0.0051242886,0.0044392801,0.00750160700162581
345.59,0.0185685051,0.0166393716,0.0142743505,0.0121841936,0.0105494268,0.0094605686,0.0080986485,0.0074796795,0.0060597092,0.0051372813,0.004390618,0.0075125538442752
345.6,0.01866053,0.0166993048,0.0143363819,0.0122192443,0.0105603751,0.0095039852,0.0081060998,0.0074574332,0.0060318677,0.0051490904,0.0043527428,0.00751245699352617
345.61,0.0187550297,0.0167492581,0.0143694958,0.0122467899,0.0105999181,0.0095197486,0.0081101617,0.0074381997,0.0059890429,0.0051549546,0.0043256276,0.00750665679523125
345.62,0.0188530802,0.0167918139,0.0143789646,0.0122691169,0.0106782509,0.0095081278,0.0081093547,0.007424938,0.0059595336,0.0051507582,0.0043072549,0.00750103629996596
345.63,0.0189530137,0.0168286131,0.0143716209,0.0122869247,0.0107510154,0.0094722163,0.008101742,0.0074184282,0.0059536963,0.0051336498,0.0042939394,0.00749063546093267
345.64,0.0190511987,0.0168599785,0.0143547008,0.0122995408,0.0107486213,0.0094172865,0.0080854675,0.0074171101,0.0059479128,0.0051026072,0.0042809736,0.00746196137429695
345.65,0.0191430084,0.0168851569,0.0143344451,0.012305136,0.0106490375,0.0093500634,0.0080592131,0.0074174598,0.0059078587,0.0050584105,0.0042636769,0.00740771130507025
345.66,0.0192238429,0.0169028571,0.0143152923,0.0123017197,0.0105034009,0.0092777562,0.0080228174,0.0074149043,0.0058267014,0.0050037497,0.0042383102,0.00733628733974079
345.67,0.0192898555,0.0169118417,0.0142992868,0.0122878124,0.0103892104,0.0092071437,0.007977195,0.0074049244,0.0057320403,0.0049424984,0.0042029905,0.00726523674436718
345.68,0.0193380065,0.0169115996,0.0142862672,0.0122629837,0.0103490487,0.0091436059,0.0079244441,0.0073841845,0.005656801,0.0048793103,0.0041580406,0.00720747605948288
345.69,0.0193659018,0.0169025612,0.0142741084,0.0122280675,0.0103653501,0.0090907474,0.007867443,0.007351232,0.0056139224,0.0048187046,0.004106016,0.00716366777024297
345.7,0.0193713894,0.0168859639,0.0142595555,0.0121849737,0.0103763253,0.0090498863,0.0078093659,0.0073067125,0.0056006338,0.0047644742,0.0040512476,0.00712522166545441
345.71,0.0193523442,0.0168631796,0.014238977,0.0121360426,0.0103225791,0.0090202694,0.0077531449,0.0072530201,0.0056103716,0.0047190401,0.0039988195,0.00708319146798432
345.72,0.0193066142,0.0168350691,0.0142089566,0.0120835069,0.0102013139,0.008999395,0.0077008782,0.0071936249,0.0056269958,0.0046831017,0.0039535737,0.00703585782461208
345.73,0.0192328006,0.016801202,0.0141668043,0.0120290075,0.0100748032,0.0089836585,0.0076536956,0.007131997,0.0056183071,0.0046557444,0.0039189803,0.00698895649775354
345.74,0.0191309572,0.0167597222,0.0141105564,0.0119734052,0.0100071766,0.0089691594,0.0076115164,0.0070707726,0.0055578359,0.0046346548,0.0038965457,0.00694854281239623
345.75,0.019003505,0.0167074286,0.0140391638,0.0119167807,0.009995502,0.00895232,0.0075732108,0.0070112429,0.0054579831,0.0046166856,0.0038853553,0.00691467980080903
345.76,0.0188556626,0.0166406359,0.013952223,0.0118589188,0.009984204,0.0089303965,0.0075369227,0.0069531658,0.0053669804,0.004598555,0.0038822618,0.0068834716839106
345.77,0.018695231,0.016556143,0.0138499761,0.0117996312,0.0099398728,0.008901748,0.0075003118,0.0068950618,0.0053238328,0.0045773847,0.0038825846,0.00685289565507398
345.78,0.0185315176,0.0164521745,0.0137334722,0.0117390524,0.0098793478,0.0088658096,0.0074611454,0.0068349403,0.0053204434,0.0045513724,0.0038810244,0.00682241184901617
345.79,0.0183735877,0.0163291877,0.0136045405,0.0116777473,0.0098224812,0.0088228503,0.0074173791,0.0067711335,0.005313019,0.0045199263,0.0038725778,0.00678738850974686
345.8,0.0182284353,0.0161900609,0.0134662207,0.0116163615,0.0097603153,0.0087735964,0.0073675872,0.0067028075,0.0052657019,0.0044836113,0.0038535595,0.00674047159226517
345.81,0.0180993691,0.0160394209,0.0133225747,0.0115552178,0.0096879812,0.0087189894,0.007310882,0.006630581,0.0051793529,0.0044438531,0.0038221672,0.00668103358180243
345.82,0.0179855014,0.0158831319,0.0131786866,0.0114936975,0.0096292854,0.0086597556,0.0072471559,0.0065562563,0.0050840193,0.0044022926,0.0037788044,0.00661789146483095
345.83,0.017882044,0.0157269774,0.0130401247,0.0114299176,0.0095943692,0.0085965137,0.0071768124,0.0064825234,0.0050102595,0.0043602748,0.0037258114,0.00655832442124298
345.84,0.0177820298,0.0155758801,0.0129122152,0.0113608115,0.0095417797,0.0085294789,0.0071008468,0.0064122875,0.0049645564,0.0043182301,0.0036669811,0.00649814671639709
345.85,0.0176784917,0.0154332832,0.0127991007,0.0112826132,0.0094270781,0.0084587588,0.0070206041,0.0063477006,0.0049260625,0.004275486,0.0036068865,0.00642856363696846
345.86,0.0175668298,0.0153010966,0.0127030946,0.0111918257,0.0092748241,0.0083842189,0.0069376983,0.0062896773,0.0048687924,0.0042303478,0.0035499392,0.00635042087850361
345.87,0.0174463985,0.0151798852,0.0126240086,0.0110862163,0.0091569752,0.0083054557,0.0068538779,0.0062374644,0.0047906748,0.0041805559,0.0034996093,0.00627466328329679
345.88,0.0173208562,0.0150692455,0.0125592334,0.0109659195,0.0090994899,0.0082219581,0.0067707838,0.0061888292,0.0047174261,0.004124039,0.0034579412,0.0062081762670972
345.89,0.0171970893,0.0149682629,0.0125040884,0.0108338674,0.0090539482,0.008132946,0.0066898686,0.0061404361,0.004671723,0.0040595328,0.0034251501,0.00614519025796848
345.9,0.0170830871,0.0148756462,0.0124528708,0.010695709,0.0089717149,0.0080374779,0.0066121276,0.0060887074,0.0046454417,0.0039874946,0.0033997296,0.00607567852138817
345.91,0.0169850097,0.0147897545,0.0123999047,0.0105589763,0.0088659441,0.0079347737,0.0065381526,0.0060306303,0.0046127851,0.0039102109,0.0033788552,0.00599759146797082
345.92,0.0169046863,0.0147082744,0.0123407785,0.0104315241,0.0087758022,0.0078246451,0.0064679436,0.0059645908,0.0045669744,0.0038317974,0.0033589223,0.00591669264065817
345.93,0.0168381626,0.0146282469,0.0122730443,0.0103200236,0.0086998635,0.0077079798,0.006401124,0.0058907772,0.0045271893,0.0037576072,0.0033362994,0.00583711969730024
345.94,0.0167758891,0.014546175,0.012196729,0.0102284291,0.0085998224,0.0075871988,0.0063369944,0.0058112339,0.0045054272,0.0036931817,0.0033080275,0.00575716795465332
345.95,0.0167046041,0.0144584003,0.0121139039,0.0101569558,0.0084608839,0.0074665523,0.0062748285,0.0057295117,0.0044850639,0.0036431746,0.0032724926,0.00567549119172157
345.96,0.0166104541,0.0143620714,0.0120279046,0.0101019722,0.0083153011,0.0073517969,0.0062139538,0.0056499146,0.0044445525,0.0036102759,0.0032295064,0.00559748035128312
345.97,0.0164826522,0.0142558433,0.011942255,0.010056834,0.0082005995,0.0072496576,0.0061540206,0.0055766659,0.0043890847,0.0035945125,0.0031804408,0.00553242001098135
345.98,0.0163165716,0.0141406306,0.011859403,0.0100133367,0.0081158914,0.0071664828,0.0060950289,0.0055130474,0.0043399922,0.003593033,0.0031278513,0.00548436453351466
345.99,0.0161153596,0.0140196344,0.0117798597,0.0099636524,0.0080347341,0.0071069531,0.0060372746,0.0054607269,0.004300234,0.0036005919,0.0030748045,0.0054489996514211
346,0.0158899376,0.0138978581,0.0117018228,0.0099019169,0.0079539803,0.0070726556,0.0059811881,0.0054193816,0.0042523251,0.003610518,0.0030242325,0.00542102029806883
346.01,0.0156567684,0.01378087,0.0116213111,0.0098256823,0.0079094877,0.0070611424,0.0059272267,0.0053868864,0.0041907779,0.0036158173,0.0029783142,0.00540157006215408
346.02,0.0154343054,0.0136733238,0.0115330522,0.009736186,0.007928237,0.0070657961,0.0058756056,0.0053596367,0.004135337,0.0036105718,0.0029380449,0.0053930886151816
346.03,0.0152391459,0.0135774522,0.0114316392,0.0096379472,0.0079695554,0.0070765292,0.0058262979,0.0053333285,0.0041035143,0.003590881,0.0029029942,0.00538692053484043
346.04,0.0150824803,0.0134922599,0.0113129564,0.0095374757,0.0079416601,0.0070814519,0.0057788732,0.0053036847,0.0040866749,0.0035555882,0.0028716557,0.0053634073787518
346.05,0.014967967,0.0134135505,0.0111754436,0.0094415772,0.007798848,0.0070691855,0.005732659,0.0052672083,0.0040664192,0.003506146,0.0028418505,0.00531035026534118
346.06,0.0148914903,0.0133348949,0.0110207686,0.0093558738,0.0076072662,0.0070311758,0.0056869559,0.005221828,0.0040413484,0.0034461859,0.0028113459,0.00523766084941281
346.07,0.0148428282,0.0132493798,0.0108542576,0.0092833783,0.0074814011,0.0069637644,0.0056410914,0.0051671134,0.004020743,0.0033807113,0.002778501,0.00516636670734906
346.08,0.0148085576,0.0131517328,0.0106842496,0.0092241983,0.0074549584,0.0068693185,0.0055947158,0.0051043019,0.0039995458,0.0033150753,0.0027428047,0.00510429008995708
346.09,0.0147754437,0.0130400978,0.0105211818,0.0091758052,0.0074516497,0.0067559888,0.0055478291,0.0050360835,0.003958604,0.003254093,0.0027049295,0.00504084046618113
346.1,0.014733399,0.0129168958,0.0103760294,0.0091338681,0.0073950252,0.0066364452,0.0055008079,0.004966009,0.0038922955,0.003201369,0.00266664273,0.00496764542198357
346.11,0.014677447,0.0127886366,0.0102587454,0.0090938409,0.0073062821,0.0065252944,0.005454244,0.0048979789,0.0038218444,0.0031590015,0.00263047568,0.00489524499963344
346.12,0.0146080719,0.0126643855,0.010176539,0.0090519307,0.0072586153,0.0064363361,0.0054089175,0.0048355171,0.0037754419,0.003127663,0.00259906455,0.00484239622760107
346.13,0.0145299812,0.0125535037,0.0101327189,0.0090062007,0.0072643719,0.0063795502,0.0053655278,0.0047813136,0.0037620188,0.0031067348,0.0025745721,0.00481399046273617
346.14,0.014450142,0.0124631466,0.0101260746,0.0089568123,0.0072591802,0.0063592407,0.0053246936,0.0047367403,0.0037672374,0.0030947912,0.00255820883,0.00479783389722511
346.15,0.0143752524,0.0123960849,0.0101509033,0.0089056485,0.007194405,0.0063729597,0.0052868453,0.0047017434,0.003768959,0.0030898416,0.00254997205,0.0047815996790181
346.16,0.0143097509,0.0123498707,0.0101976555,0.0088555069,0.0070977264,0.0064123144,0.005252225,0.004674682,0.0037526307,0.0030895457,0.00254863243,0.00476495233460767
346.17,0.0142547404,0.0123170527,0.0102543607,0.0088089968,0.0070285396,0.0064645811,0.0052210748,0.004652893,0.0037176338,0.0030915094,0.00255201107,0.00475387112168102
346.18,0.0142079075,0.012287113,0.0103082952,0.0087677591,0.0070123189,0.006515449,0.0051935023,0.0046328525,0.0036749435,0.0030932041,0.00255737224,0.00475035854650146
346.19,0.0141646792,0.0122491571,0.0103480265,0.0087318745,0.007040537,0.0065518985,0.0051696689,0.0046111173,0.0036385209,0.0030922626,0.00256193179,0.00475185034809524
346.2,0.0141197831,0.0121947653,0.0103649466,0.008699998,0.0070984258,0.0065647836,0.0051496284,0.004584836,0.0036174313,0.0030865867,0.00256329024,0.00475495455720039
346.21,0.0140689421,0.0121206289,0.0103546708,0.0086698162,0.0071568526,0.006550419,0.0051333808,0.0045524753,0.0036146068,0.0030746162,0.00255978517,0.00475434009924143
346.22,0.0140102463,0.0120297069,0.0103176295,0.0086390695,0.0071587356,0.0065109567,0.0051207109,0.0045141428,0.0036287831,0.0030557593,0.00255066607,0.00474096452217032
346.23,0.0139446372,0.0119311453,0.0102588261,0.0086064667,0.0070634289,0.0064536866,0.0051111076,0.004471856,0.0036529393,0.0030305002,0.00253612662,0.0047088750182226
346.24,0.0138756387,0.0118383672,0.0101868686,0.0085723575,0.0069101796,0.0063891535,0.0051039253,0.0044291657,0.0036729529,0.0030007219,0.00251717557,0.00466485526847341
346.25,0.0138083349,0.0117662752,0.0101124632,0.0085388939,0.0068001855,0.0063287092,0.005098357,0.0043905911,0.0036740827,0.0029693565,0.00249544575,0.00462599125628549
346.26,0.0137480251,0.0117277813,0.010046343,0.0085096267,0.0067966078,0.006282226,0.0050937033,0.0043607052,0.0036507873,0.0029400355,0.00247292238,0.00460461651607268
346.27,0.0136990402,0.0117307403,0.0099976271,0.0084885371,0.0068632122,0.0062559985,0.0050895338,0.0043432202,0.0036113788,0.0029164711,0.00245164179,0.00459860295102569
346.28,0.0136635591,0.011775744,0.0099720183,0.0084789876,0.0069177116,0.0062516945,0.0050857947,0.0043400191,0.0035767585,0.0029017299,0.00243341166,0.00459920537443726
346.29,0.0136413397,0.0118557446,0.0099710499,0.0084824039,0.0069260506,0.0062660591,0.0050829433,0.0043506715,0.0035745527,0.0028975066,0.00241955547,0.00460489767101051
346.3,0.0136299341,0.0119569424,0.0099919512,0.0084976562,0.0069176847,0.0062919369,0.0050817059,0.0043723798,0.003621816,0.0029038281,0.00241069999,0.00462135355524233
346.31,0.0136251997,0.0120614489,0.0100281048,0.0085207902,0.0069206975,0.0063196708,0.0050829164,0.0044003289,0.0037000412,0.0029189728,0.00240668651,0.00464777408504064
346.32,0.0136221869,0.01215073,0.0100705261,0.0085456727,0.0069179537,0.0063391464,0.0050871128,0.0044287891,0.003754433,0.002939901,0.00240658429,0.00467033589924618
346.33,0.013616242,0.0122091568,0.010109289,0.0085650138,0.006879944,0.0063418633,0.0050942951,0.0044520576,0.0037380509,0.0029627929,0.00240882237,0.00467418521324192
346.34,0.0136036797,0.012227126,0.0101353551,0.0085719002,0.0068153033,0.0063224415,0.0051036025,0.0044657497,0.0036616549,0.0029840439,0.00241149354,0.00465917455332286
346.35,0.013582348,0.0122026739,0.0101418649,0.0085610864,0.0067637629,0.0062797512,0.005113421,0.0044676596,0.0035858507,0.0030008564,0.0024126879,0.00463820962849132
346.36,0.0135518972,0.0121416916,0.0101251869,0.0085303128,0.0067475153,0.0062170473,0.0051215448,0.0044580832,0.0035566642,0.0030118316,0.00241087215,0.00462081295573747
346.37,0.0135136723,0.0120564993,0.0100852404,0.0084805747,0.00675459,0.0061412162,0.0051255529,0.0044396298,0.0035625553,0.003017104,0.00240518818,0.0046044462563539
346.38,0.0134703902,0.0119628604,0.0100252265,0.0084159878,0.0067708376,0.0060615653,0.0051234547,0.0044164958,0.0035640079,0.0030180455,0.0023956064,0.00458356730463013
346.39,0.0134255479,0.0118767266,0.0099509287,0.0083429005,0.0068024182,0.00598794,0.0051140128,0.0043933349,0.0035497509,0.0030167274,0.00238288539,0.00456055903957748
346.4,0.0133827231,0.0118108216,0.0098695562,0.0082685758,0.0068501119,0.0059288407,0.0050972003,0.0043741283,0.0035429721,0.003015221,0.00236834325,0.00454190748079645
346.41,0.0133448479,0.0117720587,0.009788641,0.0081996042,0.0068808317,0.0058898357,0.0050742277,0.0043611087,0.0035587893,0.0030149251,0.00235351597,0.00452702884293082
346.42,0.0133134556,0.0117605455,0.009714666,0.0081407739,0.0068526136,0.0058725928,0.005047247,0.0043544913,0.0035797175,0.0030162163,0.00233975662,0.00450836971156975
346.43,0.013288331,0.0117697453,0.0096524463,0.0080940755,0.0067648927,0.0058745565,0.0050189751,0.0043524469,0.0035797713,0.0030182338,0.00232794752,0.004482518564165
346.44,0.0132673221,0.0117884946,0.0096042953,0.0080586751,0.0066596061,0.0058896205,0.0049919406,0.0043518013,0.0035565297,0.0030193367,0.00231835229,0.00445495983824063
346.45,0.0132468512,0.01180372,0.0095699978,0.0080313178,0.0065707285,0.0059094727,0.0049680534,0.0043489768,0.0035282847,0.0030175075,0.00231067503,0.00443194591704482
346.46,0.0132225067,0.0118033972,0.0095469983,0.0080072423,0.0065009768,0.0059254244,0.0049479591,0.0043410144,0.0035102348,0.0030111053,0.00230432394,0.00441390756080477
346.47,0.0131903881,0.0117792141,0.0095308045,0.0079813914,0.0064571567,0.0059302395,0.0049310928,0.0043265153,0.0035059308,0.0029993231,0.00229875026,0.00440040063996898
346.48,0.0131480744,0.0117279696,0.0095159019,0.0079496763,0.0064714406,0.0059196409,0.0049158674,0.0043058561,0.0035149692,0.0029826182,0.00229378721,0.00439503645159498
346.49,0.013095727,0.0116519233,0.0094965608,0.0079098643,0.0065508494,0.0058930906,0.0049000233,0.004281135,0.0035341489,0.002962497,0.0022898356,0.00439780789397502
346.5,0.0130362242,0.0115575581,0.0094676702,0.0078619554,0.0066259811,0.0058538435,0.0048814085,0.00425558,0.0035502082,0.0029412998,0.00228783155,0.00439604167637037
346.51,0.0129749191,0.0114537241,0.0094256524,0.0078082092,0.0066012062,0.0058079252,0.0048585973,0.0042326074,0.0035442364,0.0029215821,0.00228901246,0.00437283138707879
346.52,0.0129183484,0.0113491369,0.0093689203,0.0077524455,0.0064668138,0.0057627601,0.0048312938,0.0042148265,0.0035094547,0.0029053345,0.00229448661,0.00432709442751463
