wv_nm,T_293,T_283,T_273,T_263,T_253,T_243,T_233,T_223,T_213,T_203,T_193,T_228
283.6,79.403689,78.893665,78.476446,78.564947,78.831795,77.614032,78.592116,77.471462,77.769245,76.942608,77.824659,77.8705553632851
283.61,79.27161,78.752709,78.319888,78.399512,78.668512,77.443217,78.430178,77.320015,77.589015,76.758881,77.637435,77.6996659667264
283.62,79.136034,78.608525,78.161716,78.233001,78.503346,77.271057,78.266088,77.167761,77.40744,76.572733,77.449135,77.5274890119589
283.63,78.997768,78.46192,78.002468,78.065952,78.336028,77.098359,78.100384,77.0147,77.225058,76.384702,77.260297,77.3543550840716
283.64,78.856005,78.312625,77.842144,77.898365,78.167365,76.925661,77.933604,76.861101,77.042407,76.195057,77.07119,77.1808386350178
283.65,78.711821,78.161178,77.680475,77.731047,77.997088,76.753232,77.765479,76.706695,76.859756,76.004605,76.88289,77.0069324942387
283.66,78.564947,78.007848,77.518268,77.563998,77.825735,76.581879,77.596816,76.551482,76.677374,75.813346,76.695666,76.8331366009228
283.67,78.415921,77.852904,77.354985,77.397756,77.653844,76.41214,77.427615,76.395731,76.49553,75.622356,76.510056,76.6597939751778
283.68,78.265012,77.696615,77.191164,77.232321,77.481684,76.244015,77.258414,76.239173,76.314224,75.431904,76.326598,76.487034355155
283.69,78.113027,77.53925,77.027074,77.0685,77.309255,76.078311,77.089482,76.082077,76.134263,75.242259,76.145561,76.3152602830906
283.7,77.959697,77.381347,76.862446,76.905755,77.137364,75.915028,76.921357,75.924174,75.955378,75.054497,75.967752,76.1446725123755
283.71,77.806098,77.223175,76.697549,76.744893,76.965742,75.754704,76.75377,75.765464,75.778107,74.868618,75.793171,75.9753369084045
283.72,77.652768,77.065003,76.532652,76.585914,76.795465,75.597608,76.587797,75.605947,75.60245,74.68516,75.622087,75.8076790942329
283.73,77.499707,76.907369,76.368293,76.429087,76.626264,75.444009,76.423169,75.445892,75.428945,74.50493,75.455038,75.6419162869531
283.74,77.347722,76.750004,76.204203,76.274143,76.458677,75.293638,76.260424,75.285299,75.257323,74.327928,75.291755,75.4780074372121
283.75,77.197351,76.593984,76.041189,76.121351,76.293242,75.147033,76.099562,75.123899,75.088122,74.154692,75.132507,75.3162199688048
283.76,77.049132,76.43904,75.878713,75.97098,76.12969,75.003925,75.941121,74.962499,74.921073,73.985491,74.977563,75.1566378140028
283.77,76.903334,76.28571,75.717851,75.822761,75.968559,74.864583,75.78537,74.800561,74.756983,73.820594,74.826116,74.9994649837387
283.78,76.760495,76.134263,75.558603,75.676963,75.810118,74.728469,75.631771,74.638623,74.595314,73.66027,74.678704,74.8445661512999
283.79,76.620884,75.984699,75.400969,75.533317,75.654367,74.595852,75.481131,74.476685,74.436873,73.50425,74.534789,74.6921553872703
283.8,76.48477,75.837556,75.245756,75.392092,75.501575,74.466463,75.33345,74.315016,74.28166,73.353072,74.394371,74.5423616691945
283.81,76.352691,75.692834,75.092964,75.25275,75.352011,74.340033,75.188459,74.153885,74.129406,73.206198,74.256643,74.3949464999638
283.82,76.224647,75.550802,74.942862,75.115829,75.205675,74.216293,75.046427,73.993561,73.980649,73.063897,74.121605,74.250132329473
283.83,76.100638,75.41146,74.795719,74.98106,75.062567,74.094974,74.907354,73.834582,73.835658,72.9259,73.988988,74.1079546957339
283.84,75.980933,75.274808,74.651535,74.848443,74.922956,73.976076,74.770971,73.676679,73.694433,72.791938,73.857985,73.9682874130567
283.85,75.865532,75.140846,74.511117,74.71744,74.786304,73.858792,74.637278,73.520659,73.556974,72.662011,73.728327,73.8310156577569
283.86,75.754166,75.010112,74.373927,74.588858,74.653418,73.743391,74.506275,73.366522,73.42355,72.53585,73.599745,73.6964087422412
283.87,75.646835,74.882068,74.240772,74.46189,74.52376,73.629335,74.377693,73.214537,73.294161,72.412648,73.471701,73.5641566007752
283.88,75.543001,74.756714,74.111114,74.336805,74.397061,73.516355,74.251532,73.065242,73.168807,72.292943,73.343926,73.4343635317603
283.89,75.442933,74.634319,73.985491,74.213334,74.273859,73.404182,74.127792,72.918637,73.048026,72.175659,73.215882,73.3069977415361
283.9,75.346093,74.514614,73.863903,74.091746,74.153885,73.292816,74.005935,72.775529,72.931011,72.060796,73.087569,73.1820393238675
283.91,75.252212,74.397599,73.746081,73.972041,74.03687,73.181719,73.88623,72.635649,72.818569,71.948085,72.958987,73.059454793169
283.92,75.160752,74.283005,73.632025,73.854219,73.923083,73.071429,73.768139,72.499266,72.710162,71.837257,72.829329,72.9392786588956
283.93,75.071444,74.170832,73.521735,73.738011,73.811986,72.961139,73.651662,72.366649,72.605521,71.727774,72.699133,72.8212489757761
283.94,74.984019,74.060811,73.41548,73.623686,73.703848,72.851118,73.53653,72.238067,72.505184,71.620174,72.56813,72.7056549730416
283.95,74.897939,73.953211,73.312453,73.511513,73.5984,72.741366,73.423012,72.113789,72.408344,71.513381,72.43632,72.5923794738689
283.96,74.812935,73.847494,73.213192,73.400954,73.495911,72.631883,73.31057,71.993546,72.315001,71.407933,72.304241,72.4813874270562
283.97,74.728738,73.74366,73.11689,73.292816,73.395843,72.522938,73.199473,71.877607,72.224886,71.30383,72.172162,72.3727846252481
