wv_nm,T_227
312.18,1.7158157199
312.19,1.7132690431
312.2,1.71056853865
312.21,1.70772007075
312.22,1.704765442
312.23,1.70176723525
312.24,1.6987896608
312.25,1.69589391615
312.26,1.69310957785
312.27,1.69043835405
312.28,1.6878432438
312.29,1.6852691559
312.3,1.68264453635
312.31,1.67991421325
312.32,1.6770424903
312.33,1.6740186882
312.34,1.67086521465
312.35,1.6676168648
312.36,1.6643167459
312.37,1.6609941924
312.38,1.65765906315
312.39,1.65430573605
312.4,1.65091090225
312.41,1.6474507687
312.42,1.6439088726
312.43,1.6402892893
312.44,1.63661809835
312.45,1.63293694095
312.46,1.62929960365
312.47,1.62575302695
312.48,1.62232752715
312.49,1.61902848425
312.5,1.615840498
312.51,1.61272877325
312.52,1.6096597388
312.53,1.6066013702
312.54,1.6035382672
312.55,1.60047157305
312.56,1.59742044055
312.57,1.59440548855
312.58,1.5914417138
312.59,1.58853303025
312.6,1.58566403765
312.61,1.58280246945
312.62,1.5799080698
312.63,1.57694580145
312.64,1.5738877153
312.65,1.57073356925
312.66,1.56750105005
312.67,1.5642340854
312.68,1.5609823865
312.69,1.55780104455
312.7,1.5547463747
312.71,1.55185700535
312.72,1.54916170605
312.73,1.5466795489
312.74,1.5444240646
312.75,1.5423993285
312.76,1.5406105592
312.77,1.53905637135
312.78,1.53773367145
312.79,1.53662453065
312.8,1.5357081687
312.81,1.5349541886
312.82,1.53432950335
312.83,1.53380648665
312.84,1.53336476175
312.85,1.5329948733
312.86,1.5326917641
312.87,1.532457223
312.88,1.53228757815
312.89,1.53216122885
312.9,1.53204133555
312.91,1.5318743538
312.92,1.5315917424
312.93,1.5311288741
312.94,1.53043505585
312.95,1.5294843695
312.96,1.5282871581
312.97,1.5268893803
312.98,1.52535932175
312.99,1.52378564485
313,1.52224486665
313.01,1.5207964765
313.02,1.51946940535
313.03,1.5182551797
313.04,1.51712006695
313.05,1.51600694495
313.06,1.51486382945
313.07,1.5136472097
313.08,1.51234650055
313.09,1.5109831413
313.1,1.5096185043
313.11,1.5083471296
313.12,1.50728042355
313.13,1.50654478925
313.14,1.50625978375
313.15,1.50653249595
313.16,1.5074412452
313.17,1.5090404771
313.18,1.51134625095
313.19,1.514337383
313.2,1.5179703625
313.21,1.52216744845
313.22,1.52683166635
313.23,1.53185096425
313.24,1.5371160609
313.25,1.5425195446
313.26,1.54797054715
313.27,1.55339506665
313.28,1.5587414282
313.29,1.5639804453
313.3,1.56909939425
313.31,1.5740955716
313.32,1.5789718153
313.33,1.58372957795
313.34,1.5883636275
313.35,1.5928574877
313.36,1.59719329695
313.37,1.60133950155
313.38,1.60527107105
313.39,1.60895914175
313.4,1.6123841439
313.41,1.6155333538
313.42,1.6183982038
313.43,1.6209740402
313.44,1.6232531965
313.45,1.62521830875
313.46,1.6268379174
313.47,1.628071928
313.48,1.6288609319
313.49,1.62914234625
313.5,1.6288537496
313.51,1.62795293585
313.52,1.62641872125
313.53,1.62427115975
313.54,1.62156762905
313.55,1.6184029113
313.56,1.6148952589
313.57,1.6111726217
313.58,1.6073585514
313.59,1.60353959875
313.6,1.5997714333
313.61,1.59605593805
313.62,1.5923563676
313.63,1.58860802745
313.64,1.58473684845
313.65,1.5806701468
313.66,1.57636441175
313.67,1.5718025349
313.68,1.56700358835
313.69,1.5620058777
313.7,1.5568578095
313.71,1.5516050196
313.72,1.54627635825
313.73,1.54088029895
313.74,1.5354139903
313.75,1.5298609695
313.76,1.52421300515
313.77,1.51847865145
313.78,1.51269531285
313.79,1.5069173408
313.8,1.5012277756
313.81,1.49570174895
313.82,1.49040844765
313.83,1.4853868229
313.84,1.4806368747
313.85,1.47612527395
313.86,1.47177998245
313.87,1.4675149471
313.88,1.4632413441
313.89,1.45888412245
313.9,1.4543864021
313.91,1.44972838465
313.92,1.44490852335
313.93,1.4399431196
313.94,1.43485540155
313.95,1.42966036595
313.96,1.4243632314
313.97,1.4189499023
313.98,1.41340082235
313.99,1.4076949692
314,1.40181840865
314.01,1.39578067675
314.02,1.38961363655
314.03,1.38337547275
314.04,1.37714653565
314.05,1.371008803
314.06,1.36504963255
314.07,1.35933160715
314.08,1.3538937587
314.09,1.34874048535
314.1,1.3438417129
314.11,1.33914235015
314.12,1.3345651403
314.13,1.3300315219
314.14,1.3254683135
314.15,1.3208148825
314.16,1.3160328426
314.17,1.31110165565
314.18,1.30602140235
314.19,1.30079656155
314.2,1.2954424528
314.21,1.2899700782
314.22,1.28438228915
314.23,1.27868185635
314.24,1.2728712277
314.25,1.2669530125
314.26,1.26094090285
314.27,1.2548607362
314.28,1.2487496749
314.29,1.24265425595
314.3,1.2366225631
314.31,1.230697058
314.32,1.22490765345
314.33,1.21926494805
314.34,1.2137599841
314.35,1.20836603645
314.36,1.2030464404
314.37,1.19776746335
314.38,1.19249960945
314.39,1.1872368531
314.4,1.1819980243
314.41,1.1768175954
314.42,1.1717532669
314.43,1.1668684421
314.44,1.162221225
314.45,1.1578610847
314.46,1.15381149145
314.47,1.1500708985
314.48,1.14661436955
314.49,1.1434029534
314.5,1.1403881628
314.51,1.13752566655
314.52,1.13478498695
314.53,1.13215381725
314.54,1.1296446256
314.55,1.1272907411
314.56,1.1251351903
314.57,1.12322393185
314.58,1.12159852625
314.59,1.1202841519
314.6,1.11929058695
314.61,1.1186016107
314.62,1.1181936722
314.63,1.1180352312
314.64,1.1180933621
314.65,1.1183460607
314.66,1.11878134305
314.67,1.11939953195
314.68,1.12021341835
314.69,1.1212249525
314.7,1.1224372279
314.71,1.1238300292
314.72,1.1253651315
314.73,1.1269821443
314.74,1.12860820895
314.75,1.13016354005
314.76,1.13157266965
314.77,1.13277520725
314.78,1.13373577935
314.79,1.13444109735
314.8,1.1348988143
314.81,1.13513427
314.82,1.1351772024
314.83,1.135053032
314.84,1.1347787865
314.85,1.13435617405
314.86,1.13377166395
314.87,1.1330033327
314.88,1.1320290954
314.89,1.13082686715
314.9,1.1293924112
314.91,1.1277298029
314.92,1.12586357505
314.93,1.1238226586
314.94,1.12165081985
314.95,1.1193836744
314.96,1.11706205645
314.97,1.11471457415
314.98,1.11236943215
314.99,1.11005084045
315,1.107786923
315.01,1.1056018898
315.02,1.10353071085
315.03,1.1016070515
315.04,1.0998645771
315.05,1.0983259509
315.06,1.097009438
315.07,1.09591268465
315.08,1.09502103035
315.09,1.09431541645
315.1,1.093774175
315.11,1.09338134085
315.12,1.09314287235
315.13,1.0930831409
315.14,1.09325813885
315.15,1.0937366495
315.16,1.09459853895
315.17,1.095926444
315.18,1.0977796119
315.19,1.100192515
315.2,1.1031650726
315.21,1.10666534095
315.22,1.11063529675
315.23,1.11500183925
315.24,1.1196973284
315.25,1.1246669958
315.26,1.1298768533
315.27,1.13532624185
315.28,1.1410396808
315.29,1.147052853
315.3,1.15341399015
315.31,1.16015771255
315.32,1.16730063095
315.33,1.1748318912
315.34,1.1827086147
315.35,1.190861924
315.36,1.19919515395
315.37,1.2075979473
315.38,1.21595016865
315.39,1.22413591935
315.4,1.23204468075
315.41,1.2395826391
315.42,1.24666983415
315.43,1.25324537775
315.44,1.259266472
315.45,1.264695699
315.46,1.26950648155
315.47,1.2736680864
315.48,1.27715076215
315.49,1.27990682855
315.5,1.2818895065
315.51,1.28304786085
315.52,1.28334440645
315.53,1.28275282165
315.54,1.28128378575
315.55,1.2789879918
315.56,1.2759532952
315.57,1.27229248765
315.58,1.26814305505
315.59,1.2636340905
315.6,1.2588751308
315.61,1.2539354569
315.62,1.2488360239
315.63,1.2435586743
315.64,1.2380521636
315.65,1.2322541645
315.66,1.22611212785
315.67,1.21960536755
315.68,1.2127549194
315.69,1.2056316918
315.7,1.1983386176
315.71,1.191002342
315.72,1.1837495102
315.73,1.17668076855
315.74,1.169868895
315.75,1.16333858375
315.76,1.15707419245
315.77,1.1510258485
315.78,1.14513088835
315.79,1.13931335985
315.8,1.13351345085
315.81,1.1276801455
315.82,1.1217856561
315.83,1.1158176759
315.84,1.10977759025
315.85,1.10367656265
315.86,1.0975311366
315.87,1.09136193095
315.88,1.08517627595
315.89,1.0790218653
315.9,1.07279603515
315.91,1.0669296428
315.92,1.0622900384
315.93,1.0548444681
315.94,1.04760235595
315.95,1.04037567095
315.96,1.0333995729
315.97,1.02675714245
315.98,1.0205126168
315.99,1.01467909625
316,1.0092333123
316.01,1.0041409002
316.02,0.999375081
316.03,0.9949279192
316.04,0.9908220646
316.05,0.9871105102
316.06,0.9838556371
316.07,0.981118858
316.08,0.9789455263
316.09,0.9773464289
316.1,0.9762957418
316.11,0.9757255694
316.12,0.97552716845
316.13,0.975568312
316.14,0.9756954145
316.15,0.97574559645
316.16,0.97556412905
316.17,0.9750151942
316.18,0.9739898738
316.19,0.97242522185
316.2,0.9703081784
316.21,0.9676764707
316.22,0.9646267639
316.23,0.9612938001
316.24,0.95783450045
316.25,0.9544075884
316.26,0.9511391846
316.27,0.94811074225
316.28,0.94532887875
316.29,0.94273491175
316.3,0.94020795265
316.31,0.9375993924
316.32,0.93475556475
316.33,0.9315668253
316.34,0.92798206405
316.35,0.9240405012
316.36,0.9198515525
316.37,0.91558740485
316.38,0.91143883305
316.39,0.90756929495
316.4,0.90408558355
316.41,0.90100219795
316.42,0.8982396352
316.43,0.8956455068
316.44,0.89302747775
316.45,0.89019802815
316.46,0.88702329015
316.47,0.8834566326
316.48,0.87954632755
316.49,0.87542266515
316.5,0.87127169925
316.51,0.86728380115
316.52,0.8636057238
316.53,0.8603118188
316.54,0.85739181035
316.55,0.85475079525
316.56,0.85224479125
316.57,0.84971530355
316.58,0.84703840385
316.59,0.8441443001
316.6,0.84103470045
316.61,0.8377732772
316.62,0.83446854495
316.63,0.8312313048
316.64,0.8281599704
316.65,0.82531186565
316.66,0.82270436795
316.67,0.82032239985
316.68,0.81813978765
316.69,0.81614062
316.7,0.8143328593
316.71,0.81275462285
316.72,0.8114641626
316.73,0.81052079305
316.74,0.8099723424
316.75,0.8098341302
316.76,0.8100931234
316.77,0.8107144596
316.78,0.81166581845
316.79,0.8129409726
316.8,0.81457534935
316.81,0.81665743625
316.82,0.81930431555
316.83,0.82264723235
316.84,0.82677942205
316.85,0.83173173895
316.86,0.8374354939
316.87,0.84372580335
316.88,0.85035366745
316.89,0.85702820305
316.9,0.86347110275
316.91,0.8694591907
316.92,0.8748705561
316.93,0.87969465415
316.94,0.8840210484
316.95,0.8880153487
316.96,0.89185668215
316.97,0.8956929315
316.98,0.89960339795
316.99,0.9035700316
317,0.90747979865
317.01,0.9111475195
317.02,0.91436348175
317.03,0.91692304365
317.04,0.91868410595
317.05,0.9195720884
317.06,0.9196084572
317.07,0.9188924599
317.08,0.91757405055
317.09,0.91582885925
317.1,0.9138202766
317.11,0.9116863265
317.12,0.90950762825
317.13,0.90731229235
317.14,0.90508774305
317.15,0.9027841481
317.16,0.9003366785
317.17,0.897686625
317.18,0.89478531205
317.19,0.8916182271
317.2,0.8882001248
317.21,0.8845800842
317.22,0.8808300897
317.23,0.877040875
317.24,0.87330724915
317.25,0.86971978445
317.26,0.8663450046
317.27,0.86323174655
317.28,0.86039697075
317.29,0.85783619835
317.3,0.85553630215
317.31,0.8534777931
317.32,0.8516645717
317.33,0.85012238125
317.34,0.84891161225
317.35,0.8481324403
317.36,0.8479109726
317.37,0.8483871026
317.38,0.8497040728
317.39,0.85198988685
317.4,0.8553326826
317.41,0.85978529165
317.42,0.8653508075
317.43,0.8719842937
317.44,0.87959498965
317.45,0.888053735
317.46,0.8971933059
317.47,0.90681983405
317.48,0.91670808575
317.49,0.92661581305
317.5,0.93629238865
317.51,0.9454927401
317.52,0.95398255495
317.53,0.96157397705
317.54,0.96812127565
317.55,0.9735450554
317.56,0.9778229624
317.57,0.9809942572
317.58,0.9831325113
317.59,0.98433347525
317.6,0.98468809795
317.61,0.98426574105
317.62,0.983104885
317.63,0.98121369395
317.64,0.97857848925
317.65,0.9751870583
317.66,0.97104527875
317.67,0.96619456315
317.68,0.9607240043
317.69,0.95475921175
317.7,0.94846060365
317.71,0.9419925121
317.72,0.935497265
317.73,0.9290726842
317.74,0.9227640155
317.75,0.9165495775
317.76,0.91037165625
317.77,0.90413911455
317.78,0.8977718173
317.79,0.8912135166
317.8,0.8844599757
317.81,0.8775563597
317.82,0.8705981367
317.83,0.8637021334
317.84,0.85699210325
317.85,0.8505707639
317.86,0.84450520395
317.87,0.83882443505
317.88,0.8335273005
317.89,0.82859527965
317.9,0.82402574975
317.91,0.81983965245
317.92,0.8160972303
317.93,0.8128915035
317.94,0.81033636665
317.95,0.808530879
317.96,0.8075370047
317.97,0.8073532777
317.98,0.80789344315
317.99,0.80899583205
318,0.8104295617
318.01,0.8119263315
318.02,0.8132185806
318.03,0.8140684323
318.04,0.8142848966
318.05,0.81375207485
318.06,0.81241611325
318.07,0.81027761705
318.08,0.8073802315
318.09,0.8037885435
318.1,0.7995802537
318.11,0.79483973395
318.12,0.78965110055
318.13,0.78411427355
318.14,0.77833080045
318.15,0.77241567875
318.16,0.76648627315
318.17,0.7606419388
318.18,0.7549584799
318.19,0.74947078575
318.2,0.7441715261
318.21,0.73901294
318.22,0.733917273
318.23,0.72879886205
318.24,0.72358402805
318.25,0.7182261533
318.26,0.71272035545
318.27,0.7070929696
318.28,0.7013987776
318.29,0.6957064148
318.3,0.6900754647
318.31,0.6845522222
318.32,0.6791647171
318.33,0.67392614385
318.34,0.6688363276
318.35,0.6639084628
318.36,0.65915688715
318.37,0.6546156695
318.38,0.6503159466
318.39,0.64628682425
318.4,0.64253319825
318.41,0.63903111415
318.42,0.6357270275
318.43,0.6325417178
318.44,0.6293972692
318.45,0.62623222865
318.46,0.62302443055
318.47,0.6197977621
318.48,0.6166330847
318.49,0.61364663325
318.5,0.6109644208
318.51,0.6086965625
318.52,0.6069101335
318.53,0.60561033895
318.54,0.6047403526
318.55,0.6041865354
318.56,0.60381210085
318.57,0.603478635
318.58,0.6030689211
318.59,0.60251269635
318.6,0.6017864098
318.61,0.60090563655
318.62,0.59991391425
318.63,0.5988561659
318.64,0.59776255985
318.65,0.59664182515
318.66,0.59547334295
318.67,0.59422475255
318.68,0.59285717
318.69,0.59134825485
318.7,0.58969457735
318.71,0.58792253985
318.72,0.5860770519
318.73,0.58421077025
318.74,0.58236795885
318.75,0.58057356745
318.76,0.57881325835
318.77,0.5770526399
318.78,0.5752291158
318.79,0.57328204
318.8,0.5711580967
318.81,0.56883559105
318.82,0.56633227705
318.83,0.5636955794
318.84,0.56100911675
318.85,0.55835578145
318.86,0.55581488815
318.87,0.5534299745
318.88,0.5512045644
318.89,0.5491002043
318.9,0.54703784855
318.91,0.5449255664
318.92,0.54267353875
318.93,0.5402196535
318.94,0.53754881975
318.95,0.5347031629
318.96,0.53177355115
318.97,0.5288913641
318.98,0.5262025746
318.99,0.5238441171
319,0.5219133158
319.01,0.5204553358
319.02,0.519452988
319.03,0.5188319477
319.04,0.5184801495
319.05,0.51827093475
319.06,0.51809272225
319.07,0.517872075
319.08,0.5175899209
319.09,0.51729492205
319.1,0.517083098
319.11,0.51709521645
319.12,0.51748671905
319.13,0.51839959745
319.14,0.51994478725
319.15,0.52218448125
319.16,0.5251337569
319.17,0.52876171955
319.18,0.5330090278
319.19,0.5378041949
319.2,0.54309309805
319.21,0.54883767375
319.22,0.55503866175
319.23,0.5617264725
319.24,0.56895010435
319.25,0.5767627924
319.26,0.5852004885
319.27,0.5942671873
319.28,0.60391364835
319.29,0.61404147145
319.3,0.62450562525
319.31,0.6351238219
319.32,0.6456990189
319.33,0.6560350749
319.34,0.66595664225
319.35,0.6753196849
319.36,0.68400716095
319.37,0.69193994405
319.38,0.69905464435
319.39,0.7053010799
319.4,0.710639089
319.41,0.71503493905
319.42,0.7184658861
319.43,0.7209377002
319.44,0.72248817585
319.45,0.72319650665
319.46,0.72318068945
319.47,0.7225878269
319.48,0.72157163905
319.49,0.72026548265
319.5,0.7187673544
319.51,0.7171120091
319.52,0.71527975595
319.53,0.71320501275
319.54,0.71080523685
319.55,0.70800847075
319.56,0.7047883928
319.57,0.70117931395
319.58,0.69728099285
319.59,0.69323687375
319.6,0.6892120016
319.61,0.68534672715
319.62,0.6817337209
319.63,0.6783825996
319.64,0.67523369905
319.65,0.6721689955
319.66,0.6690539217
319.67,0.66577175855
319.68,0.66225999045
319.69,0.6585375281
319.7,0.6546992478
319.71,0.6509013175
319.72,0.64732957585
319.73,0.64415518755
319.74,0.641519001
319.75,0.6395101897
319.76,0.6381722106
319.77,0.63752896435
319.78,0.63760753925
319.79,0.63847382685
319.8,0.6402370008
319.81,0.6430513864
319.82,0.6470900448
319.83,0.65250344115
319.84,0.6593729883
319.85,0.66767770425
319.86,0.67726357305
319.87,0.68785504455
319.88,0.69906661485
319.89,0.7104536135
319.9,0.72156453745
319.91,0.73197911455
319.92,0.74135989775
319.93,0.74945975675
319.94,0.7561305936
319.95,0.7613154341
319.96,0.7650194027
319.97,0.76729130945
319.98,0.7682101193
319.99,0.76786670045
320,0.76636578805
320.01,0.76382142465
320.02,0.76036119695
320.03,0.75612232185
320.04,0.751253516
320.05,0.7459022721
320.06,0.7402022966
320.07,0.73427505645
320.08,0.7282141233
320.09,0.72208892605
320.1,0.7159509513
320.11,0.7098265745
320.12,0.70372954155
320.13,0.69766464065
320.14,0.6916218381
320.15,0.6855816583
320.16,0.67950988445
320.17,0.67336366485
320.18,0.66709305965
320.19,0.6606538318
320.2,0.65401347265
320.21,0.64716970915
320.22,0.64014845945
320.23,0.63301256195
320.24,0.62585231995
320.25,0.61877718955
320.26,0.61189369475
320.27,0.60529573
320.28,0.59904197765
320.29,0.59315811375
320.3,0.5876222955
320.31,0.5823830094
320.32,0.57736151915
320.33,0.5724750938
320.34,0.56764540055
320.35,0.5628154652
320.36,0.55796091635
320.37,0.55309365725
320.38,0.54826056115
320.39,0.54354461455
320.4,0.5390517093
320.41,0.5348997212
320.42,0.53120660675
320.43,0.52806896385
320.44,0.52555265715
320.45,0.5236726834
320.46,0.5223974082
320.47,0.52163348855
320.48,0.5212459268
320.49,0.52106630205
320.5,0.5209098113
320.51,0.5206007841
320.52,0.5199903693
320.53,0.51896974295
320.54,0.517486329
320.55,0.5155332007
320.56,0.51314484385
320.57,0.51039071425
320.58,0.507345567
320.59,0.50408807115
320.6,0.50067553715
320.61,0.49714620335
320.62,0.49350781695
320.63,0.48975206585
320.64,0.4858535968
320.65,0.48178460865
320.66,0.47752822165
320.67,0.47308401885
320.68,0.4684756319
320.69,0.46375579825
320.7,0.4589971479
320.71,0.454286662
320.72,0.4497160561
320.73,0.4453567497
320.74,0.441258723
320.75,0.43743046295
320.76,0.4338408328
320.77,0.4304189914
320.78,0.4270704525
320.79,0.4236918394
320.8,0.4201933061
320.81,0.41651288845
320.82,0.41264063345
320.83,0.4086088211
320.84,0.40450150045
320.85,0.40042367565
320.86,0.3964896448
320.87,0.3927974853
320.88,0.3894069555
320.89,0.38633256795
320.9,0.3835357615
320.91,0.3809461792
320.92,0.37846566295
320.93,0.3759999686
320.94,0.3734815906
320.95,0.3708773478
320.96,0.3681980002
320.97,0.36550077755
320.98,0.36286810145
320.99,0.36039959605
321,0.35818290155
321.01,0.3562858463
321.02,0.35474145005
321.03,0.3535416428
321.04,0.3526450927
321.05,0.35198519535
321.06,0.35148213845
321.07,0.35105733365
321.08,0.3506510226
321.09,0.3502178788
321.1,0.34974999365
321.11,0.3492593511
321.12,0.34878320765
321.13,0.3483774884
321.14,0.34809534775
321.15,0.34799140615
321.16,0.34810446685
321.17,0.3484545031
321.18,0.3490362963
321.19,0.34982587855
321.2,0.35077808475
321.21,0.3518394377
321.22,0.35295238485
321.23,0.3540659776
321.24,0.35514785525
321.25,0.3561762557
321.26,0.3571575408
321.27,0.3581089131
321.28,0.3590595591
321.29,0.36003760275
321.3,0.3610632594
321.31,0.3621460651
321.32,0.3632716687
321.33,0.36440403765
321.34,0.3654967022
321.35,0.3664868105
321.36,0.3673167293
321.37,0.3679329814
321.38,0.36829913075
321.39,0.3684002613
321.4,0.36824672955
321.41,0.36786633665
321.42,0.36730017235
321.43,0.36659617245
321.44,0.36580496275
321.45,0.36496396115
321.46,0.3640986823
321.47,0.3632172769
321.48,0.36231207845
321.49,0.36136466045
321.5,0.36035545315
321.51,0.3592592647
321.52,0.35806965255
321.53,0.35678009345
321.54,0.3554093367
321.55,0.3539868109
321.56,0.35254871
321.57,0.3511485112
321.58,0.34983047845
321.59,0.3486469457
321.6,0.34763541155
321.61,0.34683223135
321.62,0.34626022975
321.63,0.34593000535
321.64,0.34585223745
321.65,0.34602423605
321.66,0.3464444544
321.67,0.34710636925
321.68,0.34801405595
321.69,0.3491651473
321.7,0.3505706454
321.71,0.35224701305
321.72,0.35422408235
321.73,0.35653576075
321.74,0.35923054895
321.75,0.36236501765
321.76,0.3660049508
321.77,0.37022697305
321.78,0.375114313
321.79,0.3807569646
321.8,0.387241909
321.81,0.39465612735
321.82,0.4030675287
321.83,0.41251296605
321.84,0.42299554635
321.85,0.43446204795
321.86,0.44679354595
321.87,0.45981225825
321.88,0.473280483
321.89,0.48691242115
321.9,0.50040115715
321.91,0.51344001755
321.92,0.5257518382
321.93,0.5371144789
321.94,0.54736710455
321.95,0.5564333326
321.96,0.56429947095
321.97,0.57100669005
321.98,0.5766350443
321.99,0.58126874415
322,0.58499216145
322.01,0.58786578085
322.02,0.5899234291
322.03,0.59117765505
322.04,0.59163823685
322.05,0.5913138094
322.06,0.59023534805
322.07,0.5884565721
322.08,0.58606584805
322.09,0.5831676017
322.1,0.5798807714
322.11,0.5763190769
322.12,0.57257756935
322.13,0.56872333735
322.14,0.5647859709
322.15,0.5607633449
322.16,0.55663173355
322.17,0.55235420315
322.18,0.5478963486
322.19,0.5432425141
322.2,0.538396775
322.21,0.5333884792
322.22,0.52826670575
322.23,0.52309259835
322.24,0.51792567325
322.25,0.5128203895
322.26,0.5078111522
322.27,0.502912716
322.28,0.4981282551
322.29,0.4934504258
322.3,0.48887082185
322.31,0.4843969349
322.32,0.48004286055
322.33,0.47585041485
322.34,0.4718677757
322.35,0.4681559254
322.36,0.46477323695
322.37,0.46177001335
322.38,0.45918481575
322.39,0.45705269485
322.4,0.45540388625
322.41,0.4542784844
322.42,0.4537421791
322.43,0.4538860941
322.44,0.45483021685
322.45,0.45671386245
322.46,0.4596809997
322.47,0.4638426718
322.48,0.46926655915
322.49,0.47593988425
322.5,0.4837591359
322.51,0.49252370735
322.52,0.5019547263
322.53,0.51170451025
322.54,0.52140596835
322.55,0.53069755115
322.56,0.5392605878
322.57,0.54684007975
322.58,0.55326614005
322.59,0.5584443766
322.6,0.56235605355
322.61,0.5650341234
322.62,0.56654911795
322.63,0.5669875476
322.64,0.5664433337
322.65,0.5650081918
322.66,0.5627786391
322.67,0.559851677
322.68,0.55632878575
322.69,0.55232913235
322.7,0.54796780845
322.71,0.54336928035
322.72,0.53864432225
322.73,0.533888873
322.74,0.5291625161
322.75,0.52449785435
322.76,0.5198886066
322.77,0.515304201
322.78,0.51068838965
322.79,0.5059888386
322.8,0.5011555811
322.81,0.49616107155
322.82,0.49100189365
322.83,0.4856984376
322.84,0.480292775
322.85,0.47483797955
322.86,0.469388591
322.87,0.4639786782
322.88,0.45866448905
322.89,0.45333715925
322.9,0.4483980906
322.91,0.44219996745
322.92,0.4360674803
322.93,0.4351110508
322.94,0.429903426
322.95,0.4214763285
322.96,0.418621566
322.97,0.4132189162
322.98,0.40427333465
322.99,0.39987429695
323,0.39509518915
323.01,0.3902224559
323.02,0.38659653765
323.03,0.38398414415
323.04,0.38323183185
323.05,0.37309359845
323.06,0.36854397455
323.07,0.3643972185
323.08,0.35842392555
323.09,0.3539198837
323.1,0.35252650405
323.11,0.34579601645
323.12,0.34451347825
323.13,0.3418194567
323.14,0.3377988482
323.15,0.3322122562
323.16,0.32574397635
323.17,0.32628493535
323.18,0.3187623369
323.19,0.31532286255
323.2,0.31311004165
323.21,0.3077031282
323.22,0.30494979215
323.23,0.30244596705
323.24,0.30160011
323.25,0.29712025125
323.26,0.29278892085
323.27,0.29286835655
323.28,0.29082758805
323.29,0.2875350415
323.3,0.2870475328
323.31,0.28258349125
323.32,0.27827994855
323.33,0.27591049433
323.34,0.273020198275
323.35,0.27035072163
323.36,0.267859799115
323.37,0.264751283535
323.38,0.26088368896
323.39,0.25941539012
323.4,0.2581362736
323.41,0.257230640715
323.42,0.25455212836
323.43,0.252772030275
323.44,0.24953662605
323.45,0.245562625835
323.46,0.241478199775
323.47,0.240649547965
323.48,0.24059847697
323.49,0.23740669782
323.5,0.23646700012
323.51,0.23463728633
323.52,0.233758104215
323.53,0.23319509932
323.54,0.231010054015
323.55,0.22980244442
323.56,0.22814028266
323.57,0.22376820952
323.58,0.220177085075
323.59,0.21852249432
323.6,0.21584359595
323.61,0.21430849903
323.62,0.211676975595
323.63,0.21072778354
323.64,0.20880236224
323.65,0.207427994165
323.66,0.206324327515
323.67,0.205350846105
323.68,0.20608248979
323.69,0.205333032925
323.7,0.20318656491
323.71,0.201289051015
323.72,0.198898547545
323.73,0.198514574255
323.74,0.19686887395
323.75,0.195587448065
323.76,0.194726303745
323.77,0.193252487715
323.78,0.19332436586
323.79,0.19290781667
323.8,0.19202407635
323.81,0.19163003708
323.82,0.19067241053
323.83,0.1910596979
323.84,0.191384000265
323.85,0.19116656891
323.86,0.190931875825
323.87,0.190410556515
323.88,0.18916109321
323.89,0.188881998985
323.9,0.189179429595
323.91,0.190283712255
323.92,0.19123358488
323.93,0.192023741445
323.94,0.19292210057
323.95,0.19564745524
323.96,0.197994720995
323.97,0.19908614142
323.98,0.201069353335
323.99,0.20397423457
324,0.207351022505
324.01,0.210313783125
324.02,0.21309485442
324.03,0.216210801125
324.04,0.21876175637
324.05,0.22174471082
324.06,0.224997688815
324.07,0.229319590765
324.08,0.23227057322
324.09,0.23334417643
324.1,0.236771635895
324.11,0.24101860924
324.12,0.24101654332
324.13,0.24305262046
324.14,0.245547201375
324.15,0.246244339085
324.16,0.248172880785
324.17,0.248488025045
324.18,0.25002028805
324.19,0.251101403085
324.2,0.25129867289
324.21,0.252872638965
324.22,0.251722403035
324.23,0.25201339513
324.24,0.25325265392
324.25,0.251843251285
324.26,0.252334084825
324.27,0.25221554325
324.28,0.25170447015
324.29,0.25101125715
324.3,0.24951265546
324.31,0.248404594695
324.32,0.246805317065
324.33,0.246754446475
324.34,0.247049757365
324.35,0.24554961296
324.36,0.24599497205
324.37,0.244813815915
324.38,0.24397397236
324.39,0.244343719585
324.4,0.244638175055
324.41,0.244487685695
324.42,0.24379691118
324.43,0.24356305872
324.44,0.24320764516
324.45,0.24454041373
324.46,0.245690850065
324.47,0.24483635677
324.48,0.243208157605
324.49,0.241877723955
324.5,0.244295845655
324.51,0.245191341275
324.52,0.24488220782
324.53,0.245699788935
324.54,0.24522020363
324.55,0.24759579374
324.56,0.249029930925
324.57,0.251801144715
324.58,0.254752276465
324.59,0.25653061529
324.6,0.260720544495
324.61,0.26519472869
324.62,0.27132821114
324.63,0.27803297965
324.64,0.2841008261
324.65,0.29321259585
324.66,0.30450225685
324.67,0.3145682234
324.68,0.3284601366
324.69,0.3434168863
324.7,0.3582061835
324.71,0.37081621755
324.72,0.3824373538
324.73,0.3962213173
324.74,0.40516506965
324.75,0.41293553815
324.76,0.42182590745
324.77,0.42504750525
324.78,0.43474447105
324.79,0.4376955221
324.8,0.4338557623
324.81,0.4377569079
324.82,0.437692052
324.83,0.43573449865
324.84,0.4387729478
324.85,0.43556204275
324.86,0.43598743935
324.87,0.4361013474
324.88,0.4363636493
324.89,0.433272651
324.9,0.4226580186
324.91,0.42221746385
324.92,0.42176710405
324.93,0.41952899715
324.94,0.4150888966
324.95,0.410848811
324.96,0.40790488845
